age,income_k,loan_amount_k,dti,fico,revolving_util,num_derog,months_employed,num_inq_6mo,home_owner,loan_purpose,credit_score,default
55,15.0,13.4,1.1,688,53.3,0,16,2,1,home_improvement,729,0
61,110.6,28.3,1.0,850,61.3,1,79,0,0,auto,779,0
44,43.5,17.0,1.0,760,44.4,3,70,1,1,home_improvement,715,0
47,53.1,17.9,1.0,678,30.1,0,113,2,0,auto,745,0
25,68.7,14.7,1.0,751,15.4,0,20,0,1,debt_consolidation,776,0
59,84.2,65.7,1.0,707,49.9,1,41,0,1,debt_consolidation,720,0
33,52.2,11.1,1.0,815,15.4,0,4,4,0,other,765,0
49,154.0,18.4,1.0,740,32.2,0,6,0,0,medical,787,0
66,41.4,23.9,1.0,712,40.8,1,22,2,1,debt_consolidation,724,0
46,39.5,11.5,1.0,693,25.0,2,41,1,0,home_improvement,723,0
45,88.7,4.7,1.0,622,43.4,0,17,0,1,debt_consolidation,747,0
47,121.9,9.2,1.0,653,15.0,0,101,2,1,auto,754,0
34,21.6,18.1,1.0,732,49.2,1,2,0,1,auto,737,0
34,110.4,44.6,1.0,675,28.6,0,10,2,1,other,732,0
56,33.2,33.0,1.2,786,10.2,1,80,1,0,other,756,0
33,77.1,19.8,1.0,806,25.5,2,19,2,1,home_improvement,742,1
37,51.2,29.6,1.0,682,41.9,0,82,2,1,debt_consolidation,732,0
25,33.8,20.8,1.0,685,33.6,0,22,1,1,debt_consolidation,741,0
44,59.4,11.1,1.0,590,17.9,0,8,2,0,medical,727,0
29,38.2,64.5,2.0,650,59.0,0,8,0,0,auto,718,0
39,96.5,73.1,1.0,808,24.5,1,41,0,1,debt_consolidation,751,0
38,21.2,24.0,1.4,612,49.0,0,27,2,1,home_improvement,708,1
41,48.3,27.1,1.0,750,40.1,0,0,0,1,auto,758,0
33,49.7,47.7,1.2,573,22.3,0,7,1,0,debt_consolidation,710,0
38,52.8,30.2,1.0,693,37.8,1,3,2,1,auto,716,0
55,35.8,5.8,1.0,698,29.5,0,29,2,1,auto,745,0
53,47.7,23.2,1.0,649,26.7,0,7,0,1,auto,741,0
49,81.1,25.5,1.0,638,24.6,0,15,1,0,debt_consolidation,742,0
48,46.0,17.0,1.0,617,50.5,2,57,2,0,debt_consolidation,690,1
22,30.3,22.1,1.0,599,30.1,1,85,0,1,home_improvement,713,0
39,113.5,32.1,1.0,637,13.1,0,53,2,0,other,741,1
45,24.9,61.2,2.9,612,21.3,0,76,0,1,auto,718,0
45,34.7,37.1,1.3,771,26.1,0,24,1,1,debt_consolidation,755,0
48,58.3,21.9,1.0,607,35.7,0,17,1,0,other,729,1
26,35.6,7.2,1.0,684,13.9,1,37,1,1,debt_consolidation,737,0
46,30.6,10.9,1.0,642,39.7,1,8,0,1,home_improvement,723,0
35,33.9,19.6,1.0,557,18.2,0,96,0,1,debt_consolidation,724,0
45,104.8,55.1,1.0,627,44.8,1,96,1,1,auto,705,0
61,129.2,14.1,1.0,636,23.1,0,137,1,0,home_improvement,760,0
48,46.9,38.6,1.0,652,33.4,0,42,2,1,debt_consolidation,720,0
41,54.3,30.0,1.0,720,62.8,0,118,0,1,home_improvement,750,0
31,110.6,20.4,1.0,640,7.4,0,38,0,0,medical,761,0
53,36.8,20.7,1.0,632,42.3,0,88,1,1,auto,729,0
18,33.4,6.8,1.0,583,20.6,1,24,0,0,home_improvement,722,0
32,23.1,33.6,1.7,653,55.4,0,28,2,1,debt_consolidation,711,0
18,78.0,39.9,1.0,571,23.2,0,3,0,1,auto,719,0
39,31.6,61.8,2.3,781,31.8,0,53,0,1,debt_consolidation,754,0
32,26.8,13.7,1.0,681,36.6,0,119,1,1,debt_consolidation,745,0
35,70.2,32.5,1.0,755,17.2,1,98,0,0,other,760,0
29,97.9,32.0,1.0,684,41.5,0,94,0,1,debt_consolidation,754,1
65,66.2,13.8,1.0,725,33.3,0,42,0,0,debt_consolidation,770,0
51,20.9,17.7,1.0,693,24.9,0,4,1,1,auto,744,0
50,23.5,20.9,1.1,573,39.2,0,1,0,0,medical,721,0
33,29.2,12.9,1.0,785,16.5,1,8,0,1,debt_consolidation,763,1
51,48.8,37.3,1.0,732,35.9,0,15,0,0,home_improvement,756,0
41,62.7,24.1,1.0,679,2.3,1,19,0,1,other,744,0
37,26.0,38.9,1.8,791,24.0,1,73,0,0,auto,758,0
23,152.9,44.2,1.0,699,40.7,0,18,1,1,medical,749,0
42,63.4,30.9,1.0,678,35.0,1,11,1,0,debt_consolidation,728,1
18,147.5,100.0,1.0,647,64.8,0,15,0,0,home_improvement,712,0
32,96.4,16.0,1.0,616,28.4,1,20,1,0,debt_consolidation,727,0
18,61.6,59.7,1.2,718,26.6,0,147,1,1,home_improvement,741,0
46,83.6,23.6,1.0,652,63.6,1,59,0,0,auto,727,0
48,89.0,38.4,1.0,660,33.2,1,73,0,1,debt_consolidation,731,0
51,48.3,14.3,1.0,702,32.1,2,38,1,0,debt_consolidation,724,0
24,27.9,33.4,1.4,711,21.2,1,44,1,0,medical,731,0
53,46.3,25.3,1.0,663,52.8,0,2,1,1,auto,728,0
65,76.6,59.2,1.0,707,6.1,0,2,1,0,debt_consolidation,746,0
35,93.3,28.8,1.0,689,18.9,0,20,1,1,debt_consolidation,750,0
30,30.9,15.2,1.0,562,20.3,1,117,0,1,auto,712,0
34,44.4,7.4,1.0,665,48.6,0,26,0,1,home_improvement,748,0
34,41.2,30.2,1.0,707,20.6,0,19,1,0,other,750,0
51,43.5,7.5,1.0,830,15.6,0,0,2,1,debt_consolidation,780,0
34,40.5,39.0,1.2,669,17.1,0,63,1,1,debt_consolidation,736,0
46,105.4,33.2,1.0,666,62.9,0,11,3,0,debt_consolidation,724,0
41,55.9,28.1,1.0,638,57.2,1,11,2,1,debt_consolidation,700,0
29,104.3,15.7,1.0,669,6.4,0,88,1,1,home_improvement,760,0
41,52.8,14.2,1.0,833,6.0,0,38,0,1,other,797,0
41,47.8,42.9,1.1,714,16.3,0,22,1,1,medical,744,0
42,43.8,20.7,1.0,702,53.8,0,42,0,1,auto,748,0
44,115.8,40.7,1.0,696,62.8,1,12,1,0,auto,728,0
37,41.0,46.5,1.4,627,38.0,1,36,2,1,debt_consolidation,693,0
46,37.4,31.8,1.0,768,5.8,0,21,2,1,home_improvement,758,0
20,69.6,31.9,1.0,581,60.9,0,70,0,1,other,717,0
35,23.8,29.7,1.5,829,40.5,0,183,1,1,auto,773,0
56,46.3,19.6,1.0,587,58.5,1,10,1,0,auto,702,0
45,115.7,33.8,1.0,714,17.5,1,43,3,1,home_improvement,731,0
37,62.6,9.6,1.0,565,14.2,0,91,2,1,auto,721,0
31,49.4,22.9,1.0,742,6.4,0,33,0,0,debt_consolidation,775,0
33,107.8,32.6,1.0,684,34.7,0,10,2,1,debt_consolidation,740,0
39,22.3,25.0,1.3,686,35.4,1,199,2,1,auto,720,0
19,109.3,33.0,1.0,646,7.9,0,12,1,0,debt_consolidation,748,0
36,28.0,54.6,2.3,582,64.2,2,20,2,1,debt_consolidation,655,1
38,34.9,34.6,1.2,715,22.3,1,11,1,1,debt_consolidation,729,0
18,114.5,10.9,1.0,590,34.6,1,46,3,1,home_improvement,707,0
20,35.5,23.3,1.0,774,27.0,1,66,0,0,home_improvement,760,0
39,50.8,50.9,1.2,786,28.9,1,4,0,1,auto,746,0
37,25.3,24.0,1.1,742,9.8,1,92,1,0,other,750,0
62,59.1,11.8,1.0,674,15.3,0,25,0,1,debt_consolidation,759,0
65,59.8,23.7,1.0,575,51.6,1,31,0,1,debt_consolidation,705,0
18,49.1,34.0,1.0,728,41.6,0,25,2,1,other,735,0
32,84.7,22.5,1.0,839,10.7,1,41,2,0,debt_consolidation,774,0
55,45.7,13.3,1.0,806,15.0,0,114,1,0,auto,788,0
45,68.9,11.9,1.0,850,46.4,0,11,0,1,debt_consolidation,793,0
58,43.8,45.2,1.2,700,26.2,4,9,0,0,home_improvement,685,0
56,95.7,66.4,1.0,690,28.3,0,31,0,0,home_improvement,744,0
39,17.2,63.3,4.4,749,31.2,3,7,1,0,home_improvement,697,1
54,43.7,57.5,1.6,661,10.0,0,36,0,1,home_improvement,734,0
40,54.0,36.4,1.0,731,69.1,3,4,0,0,medical,700,0
26,46.8,34.1,1.0,772,28.7,2,5,0,0,auto,737,0
42,50.3,48.0,1.1,663,31.3,0,13,1,0,auto,729,0
56,73.0,17.5,1.0,677,45.5,1,108,1,1,other,732,0
51,193.8,68.0,1.0,758,33.9,0,197,2,1,auto,759,0
36,79.4,19.2,1.0,638,13.0,1,92,1,0,medical,734,0
58,28.2,26.9,1.1,578,17.9,2,55,1,0,home_improvement,691,0
57,33.0,30.0,1.1,665,15.1,1,32,2,1,home_improvement,715,0
57,50.9,27.6,1.0,780,66.0,0,26,0,1,debt_consolidation,762,0
18,69.6,13.6,1.0,761,21.8,0,50,3,0,debt_consolidation,760,0
31,41.9,34.2,1.0,721,35.5,0,23,2,1,other,735,0
34,59.7,13.7,1.0,594,24.1,0,15,1,1,debt_consolidation,728,0
33,33.1,25.4,1.0,653,29.2,0,18,1,1,debt_consolidation,731,1
18,28.6,23.2,1.0,679,40.8,0,11,1,1,home_improvement,733,0
34,47.5,16.2,1.0,770,30.2,0,1,0,1,debt_consolidation,773,0
55,105.5,28.1,1.0,728,45.8,1,46,0,0,home_improvement,753,0
29,30.6,26.0,1.0,618,37.4,0,104,1,1,auto,723,0
67,34.6,6.7,1.0,707,14.5,0,38,1,0,home_improvement,762,0
29,85.4,35.2,1.0,579,62.1,0,86,2,1,auto,704,0
46,68.2,7.1,1.0,572,16.5,1,2,0,0,debt_consolidation,726,0
38,54.3,44.5,1.0,653,61.7,0,12,3,1,auto,700,0
26,142.9,11.9,1.0,850,39.7,2,19,3,1,debt_consolidation,754,0
44,50.0,65.7,1.6,672,23.4,1,62,1,1,home_improvement,709,0
43,63.6,52.9,1.0,652,24.9,1,70,0,1,debt_consolidation,718,1
40,67.1,7.0,1.0,651,71.1,0,2,0,1,debt_consolidation,741,0
55,94.8,14.3,1.0,697,46.3,0,53,0,0,debt_consolidation,765,0
50,356.9,10.3,1.0,763,24.2,0,43,1,1,medical,822,0
22,37.5,10.7,1.0,733,10.2,0,12,1,0,other,768,0
57,121.4,21.9,1.0,664,39.7,1,45,0,0,home_improvement,746,0
30,72.6,60.2,1.0,766,55.1,0,23,1,0,other,745,0
18,24.0,21.5,1.1,671,20.4,0,21,1,1,debt_consolidation,739,0
51,51.5,16.7,1.0,685,35.0,0,78,0,1,debt_consolidation,754,0
55,51.5,43.4,1.0,762,18.8,1,21,2,0,home_improvement,737,0
30,52.1,41.7,1.0,602,35.7,1,6,1,0,home_improvement,701,0
41,31.1,33.2,1.3,725,44.7,0,99,1,0,auto,748,0
33,76.3,43.6,1.0,760,24.5,0,43,0,1,auto,765,0
48,48.6,20.5,1.0,602,37.5,1,22,1,1,debt_consolidation,706,0
35,40.2,30.0,1.0,668,59.8,0,8,0,0,other,736,0
44,50.5,27.0,1.0,630,33.8,0,109,2,1,auto,723,0
26,83.1,3.7,1.0,564,51.2,0,21,0,1,home_improvement,730,0
48,51.8,63.8,1.5,687,50.8,0,123,0,1,auto,731,0
42,91.2,34.2,1.0,741,44.1,0,26,0,1,other,761,0
72,93.3,67.5,1.0,731,12.1,0,153,1,1,debt_consolidation,751,0
57,71.6,13.7,1.0,623,46.7,2,58,0,0,debt_consolidation,713,0
34,96.2,3.3,1.0,725,24.9,0,49,1,1,home_improvement,772,0
26,190.4,11.1,1.0,701,10.7,0,0,1,1,home_improvement,780,0
50,24.6,14.2,1.0,580,31.3,1,86,1,0,medical,709,0
31,98.8,31.2,1.0,850,29.6,0,49,2,1,medical,780,0
50,42.7,6.6,1.0,669,3.0,0,0,0,0,debt_consolidation,764,0
54,59.2,23.2,1.0,759,30.0,1,42,1,1,home_improvement,748,0
59,59.1,24.7,1.0,708,54.5,3,13,1,0,debt_consolidation,700,0
59,25.1,22.8,1.1,765,32.1,1,75,1,0,other,749,0
56,79.4,59.9,1.0,602,37.1,1,9,0,1,home_improvement,701,0
41,30.2,14.8,1.0,731,15.1,0,2,1,1,debt_consolidation,760,0
41,37.8,56.9,1.8,616,27.2,1,48,0,0,debt_consolidation,708,0
43,88.1,63.9,1.0,678,54.8,0,66,2,1,debt_consolidation,715,0
60,77.8,48.0,1.0,514,52.3,1,29,2,0,debt_consolidation,671,0
37,98.3,31.2,1.0,612,30.6,0,67,2,1,auto,724,0
41,65.1,14.5,1.0,835,27.1,0,18,0,1,debt_consolidation,793,0
51,51.2,19.6,1.0,825,15.4,0,35,1,1,auto,785,0
27,71.3,82.8,1.4,664,16.2,1,15,1,1,debt_consolidation,701,0
36,58.6,39.0,1.0,615,26.4,0,77,3,0,auto,710,0
42,75.7,19.7,1.0,731,27.8,0,11,2,0,other,756,0
36,90.1,35.0,1.0,719,45.7,0,13,0,1,home_improvement,753,0
35,66.3,42.2,1.0,615,39.2,0,40,3,0,other,706,0
46,45.3,27.6,1.0,642,20.3,0,139,2,1,other,729,0
30,26.9,15.8,1.0,692,29.3,0,41,1,1,debt_consolidation,742,0
48,65.2,24.1,1.0,640,38.4,0,59,0,0,medical,746,0
37,33.6,87.9,3.1,709,15.4,0,15,3,1,medical,706,0
22,35.9,15.6,1.0,768,18.6,0,17,2,1,debt_consolidation,760,0
18,69.3,7.1,1.0,711,40.0,0,24,1,0,medical,759,0
28,64.9,21.5,1.0,658,22.7,0,32,1,0,home_improvement,746,1
46,43.4,35.2,1.0,719,15.2,0,6,2,0,debt_consolidation,745,0
38,120.8,63.3,1.0,768,40.0,0,86,1,0,medical,758,0
34,22.2,18.1,1.0,759,13.2,1,149,2,0,other,747,0
40,27.2,14.5,1.0,601,18.9,0,18,1,1,auto,726,0
45,64.4,13.9,1.0,679,17.3,0,295,1,0,auto,765,0
38,85.8,82.5,1.2,617,44.6,0,32,3,1,other,685,0
29,97.2,16.1,1.0,649,54.1,1,58,0,0,other,735,0
57,109.0,33.2,1.0,633,9.1,0,56,0,1,auto,751,1
40,48.5,12.5,1.0,750,22.3,0,13,0,0,debt_consolidation,775,0
46,154.8,9.4,1.0,591,20.6,0,268,0,0,debt_consolidation,767,0
33,37.5,7.1,1.0,681,28.2,1,4,1,0,debt_consolidation,735,0
43,84.0,23.2,1.0,772,23.7,0,5,1,1,medical,770,0
53,38.7,26.7,1.0,672,8.7,0,9,1,0,debt_consolidation,746,0
30,75.6,100.0,1.6,706,47.2,0,16,0,0,debt_consolidation,720,0
38,51.7,17.8,1.0,735,15.2,1,109,3,0,debt_consolidation,736,0
37,40.6,16.2,1.0,649,33.9,0,65,4,1,home_improvement,715,0
27,150.1,31.5,1.0,725,42.1,0,75,1,1,debt_consolidation,761,0
61,18.9,13.8,1.0,850,47.4,0,56,0,0,other,791,0
27,95.3,18.6,1.0,664,62.4,1,19,1,1,medical,723,0
47,37.7,20.9,1.0,475,45.0,0,7,2,0,home_improvement,685,1
32,47.7,9.8,1.0,820,32.0,2,4,0,1,medical,756,0
39,78.1,14.6,1.0,767,71.6,0,15,1,0,debt_consolidation,762,0
35,94.0,59.3,1.0,744,45.7,1,42,0,0,auto,738,0
33,182.9,15.8,1.0,502,14.6,0,233,0,1,home_improvement,746,0
40,55.8,23.6,1.0,835,18.7,0,58,1,0,auto,786,0
18,42.0,12.1,1.0,734,74.4,0,9,1,1,home_improvement,744,1
30,30.7,24.0,1.0,710,25.6,0,17,1,1,debt_consolidation,745,0
43,44.7,35.5,1.0,839,11.4,1,28,1,1,home_improvement,763,0
60,30.9,7.5,1.0,758,44.2,0,100,2,1,home_improvement,756,0
40,53.6,14.7,1.0,721,33.2,0,64,0,1,other,765,0
30,103.9,55.6,1.0,652,40.0,0,102,0,0,other,739,0
51,40.8,21.5,1.0,733,38.5,1,16,0,0,other,746,0
46,62.0,25.2,1.0,616,26.2,0,70,0,1,debt_consolidation,738,0
27,91.9,14.8,1.0,777,44.6,0,56,0,0,auto,783,0
31,65.1,64.7,1.2,730,64.3,0,26,4,1,debt_consolidation,702,0
25,32.5,13.6,1.0,751,8.3,0,6,1,1,other,763,0
53,64.8,73.7,1.4,512,63.2,1,10,3,1,auto,642,1
26,105.3,12.7,1.0,623,16.2,0,34,0,1,other,753,0
26,72.0,15.5,1.0,592,72.1,1,28,1,1,home_improvement,701,0
42,68.2,32.7,1.0,631,29.8,0,56,1,1,home_improvement,730,0
51,54.9,7.6,1.0,739,13.5,1,135,0,1,debt_consolidation,765,0
32,72.3,17.9,1.0,681,31.5,1,62,0,0,debt_consolidation,743,0
48,48.1,16.8,1.0,696,9.1,2,127,0,0,auto,740,0
24,40.2,25.8,1.0,607,14.4,1,9,1,1,medical,710,0
49,135.0,27.5,1.0,723,64.2,0,9,1,1,auto,754,0
42,31.6,13.9,1.0,764,40.2,0,42,2,0,debt_consolidation,758,0
40,58.0,6.2,1.0,805,51.3,1,1,2,1,debt_consolidation,750,0
18,37.7,19.8,1.0,661,29.1,1,57,1,0,home_improvement,726,0
51,30.7,28.8,1.1,689,51.8,0,75,1,0,home_improvement,736,0
40,110.2,11.4,1.0,805,10.0,0,0,0,0,home_improvement,804,0
42,38.9,28.4,1.0,714,39.9,0,0,3,0,debt_consolidation,732,0
27,166.2,9.0,1.0,742,34.6,0,7,0,0,debt_consolidation,793,0
56,66.5,47.8,1.0,818,43.0,0,20,1,1,debt_consolidation,761,0
34,35.1,27.1,1.0,729,39.7,0,140,0,1,home_improvement,757,0
44,45.4,100.0,2.6,645,18.2,0,34,0,0,debt_consolidation,715,0
38,52.2,25.2,1.0,850,21.3,1,17,0,0,auto,779,0
36,47.1,22.7,1.0,754,16.1,1,15,0,1,auto,754,0
48,74.8,71.8,1.2,753,56.1,0,80,1,1,medical,735,0
46,48.4,18.9,1.0,788,43.2,0,19,2,0,medical,761,0
55,93.9,28.8,1.0,692,16.7,0,63,0,1,home_improvement,761,0
34,44.7,17.8,1.0,638,49.4,1,24,2,0,debt_consolidation,709,0
49,50.2,16.2,1.0,528,8.6,0,47,0,0,debt_consolidation,727,0
28,62.9,49.4,1.0,696,3.7,1,29,0,1,debt_consolidation,732,0
41,35.6,10.5,1.0,675,58.2,0,148,1,1,home_improvement,741,0
20,29.6,16.1,1.0,561,49.0,1,14,2,1,medical,684,1
40,66.0,7.0,1.0,616,71.9,0,152,0,0,debt_consolidation,741,0
38,104.1,23.4,1.0,706,44.6,0,146,2,1,debt_consolidation,750,0
32,39.3,14.4,1.0,702,42.2,0,19,1,0,other,749,0
32,55.9,26.7,1.0,815,18.7,0,57,2,0,debt_consolidation,774,0
38,134.0,13.0,1.0,729,49.0,0,8,2,0,auto,764,0
54,55.8,11.6,1.0,709,11.2,0,123,1,0,other,768,0
39,54.4,60.7,1.3,690,24.9,0,5,1,0,home_improvement,731,0
41,39.7,4.9,1.0,807,39.5,0,26,1,1,debt_consolidation,778,0
45,85.8,31.4,1.0,783,16.1,1,4,1,1,home_improvement,757,0
57,66.1,41.1,1.0,795,13.4,0,1,4,0,home_improvement,750,1
53,32.7,100.0,3.7,741,51.7,0,111,0,0,debt_consolidation,731,0
47,83.6,27.2,1.0,850,32.1,0,108,2,0,debt_consolidation,785,0
20,67.4,75.8,1.3,761,51.7,0,0,0,0,debt_consolidation,743,0
48,80.5,19.2,1.0,709,44.0,2,110,3,1,medical,710,0
33,55.8,41.4,1.0,800,27.3,0,10,1,1,home_improvement,762,0
46,80.7,49.3,1.0,700,14.0,1,19,1,0,auto,732,0
32,91.5,23.5,1.0,668,42.8,0,61,0,1,debt_consolidation,749,0
47,50.4,27.4,1.0,658,39.1,0,71,2,0,auto,731,0
36,56.5,23.5,1.0,741,7.6,0,109,1,1,auto,767,0
35,67.5,38.6,1.0,622,3.0,1,95,0,0,home_improvement,730,0
43,39.0,57.0,1.8,594,25.5,2,33,1,0,medical,680,1
24,34.8,7.8,1.0,638,32.3,0,21,0,1,auto,743,0
54,20.7,6.9,1.0,789,25.8,0,9,0,1,medical,779,0
40,62.2,8.9,1.0,655,8.0,0,34,0,1,debt_consolidation,760,0
39,33.7,42.6,1.5,657,55.0,0,45,2,1,home_improvement,712,0
30,52.1,18.7,1.0,633,40.7,0,34,0,1,home_improvement,735,1
49,30.6,22.2,1.0,585,46.1,0,11,1,1,other,713,1
28,105.5,13.4,1.0,734,45.0,1,26,1,1,debt_consolidation,750,0
54,212.6,8.1,1.0,804,23.8,0,19,1,0,medical,811,0
31,153.4,23.5,1.0,623,16.2,0,133,0,0,auto,764,0
41,64.1,6.9,1.0,616,26.0,0,2,1,0,medical,740,0
32,92.5,16.9,1.0,800,37.4,1,56,0,1,home_improvement,771,0
41,86.7,32.4,1.0,602,21.8,0,144,0,0,auto,744,1
50,106.1,24.2,1.0,651,65.5,0,78,1,1,medical,736,0
33,23.0,10.1,1.0,779,12.7,1,7,0,0,other,766,0
27,174.5,33.8,1.0,658,9.1,0,23,1,0,debt_consolidation,761,0
38,36.2,13.3,1.0,659,33.7,0,161,1,1,debt_consolidation,743,0
31,23.0,14.7,1.0,699,37.9,0,25,2,1,auto,736,0
43,23.1,15.8,1.0,687,20.7,0,5,1,1,debt_consolidation,743,1
26,87.8,21.3,1.0,684,42.1,0,29,0,0,debt_consolidation,757,0
34,50.6,43.6,1.0,608,36.7,0,54,1,1,debt_consolidation,713,0
49,44.8,24.9,1.0,754,33.1,0,26,1,0,auto,760,0
42,54.7,23.9,1.0,622,54.1,0,21,0,0,debt_consolidation,733,0
28,122.7,22.5,1.0,573,11.2,1,3,2,1,medical,711,0
37,81.9,17.0,1.0,732,44.6,0,5,3,0,debt_consolidation,748,0
43,150.6,100.0,1.0,684,22.7,0,14,0,0,auto,736,0
49,55.9,23.8,1.0,674,18.6,0,0,0,1,auto,751,0
29,101.2,32.1,1.0,729,43.0,1,149,0,0,debt_consolidation,753,0
42,65.7,9.9,1.0,789,26.6,0,24,2,1,medical,770,0
29,123.5,38.2,1.0,617,12.8,1,77,1,1,debt_consolidation,723,0
22,36.6,100.0,3.3,690,11.0,0,38,4,0,medical,697,1
53,111.9,14.5,1.0,553,35.8,1,20,0,1,home_improvement,717,1
48,250.7,28.1,1.0,581,44.1,0,60,0,1,home_improvement,756,0
49,52.9,19.4,1.0,660,15.1,0,58,0,1,debt_consolidation,753,0
51,61.7,45.1,1.0,608,20.1,0,22,2,0,other,716,0
38,31.7,11.3,1.0,630,17.9,0,118,0,1,debt_consolidation,746,0
56,54.8,65.3,1.4,850,27.3,0,9,0,0,medical,775,0
51,48.8,20.1,1.0,659,7.5,3,169,0,0,debt_consolidation,715,0
32,47.6,91.5,2.3,755,9.4,0,71,0,1,home_improvement,743,0
36,85.8,36.2,1.0,777,37.2,0,26,1,0,other,766,1
21,53.9,47.7,1.1,620,18.9,1,39,1,1,other,704,0
18,67.1,38.2,1.0,680,20.8,0,64,3,1,auto,725,0
49,113.5,18.7,1.0,664,39.5,0,3,0,0,debt_consolidation,759,0
47,41.7,36.1,1.0,850,23.2,1,39,1,1,debt_consolidation,762,0
31,120.9,17.1,1.0,804,39.7,1,54,1,1,auto,768,0
48,32.3,22.4,1.0,532,31.9,0,34,1,0,debt_consolidation,709,0
40,22.7,21.9,1.2,676,23.9,1,4,0,0,debt_consolidation,734,1
23,43.4,44.8,1.2,697,24.7,0,48,2,1,debt_consolidation,728,0
48,36.9,40.2,1.3,658,38.2,0,38,0,1,debt_consolidation,732,0
47,52.2,10.7,1.0,850,8.3,0,2,1,0,auto,799,0
47,134.3,28.1,1.0,675,60.8,0,162,2,1,debt_consolidation,741,0
32,30.1,20.6,1.0,676,43.2,1,26,2,0,debt_consolidation,715,0
24,22.2,6.7,1.0,687,23.0,0,116,1,0,auto,754,0
45,77.7,18.2,1.0,784,33.0,1,57,1,1,medical,758,0
54,160.3,37.0,1.0,582,33.0,0,45,1,1,auto,733,0
80,25.6,17.0,1.0,701,4.6,0,60,2,1,debt_consolidation,747,0
18,51.8,6.2,1.0,587,8.4,0,49,3,0,auto,724,0
36,61.2,15.0,1.0,557,8.1,0,3,0,1,debt_consolidation,731,0
52,17.0,92.0,6.5,727,14.6,0,8,2,0,auto,726,0
48,78.5,19.8,1.0,724,41.9,0,4,3,0,auto,745,0
54,70.2,9.3,1.0,704,32.4,1,11,2,0,debt_consolidation,738,1
25,48.1,37.7,1.0,850,17.4,0,181,2,1,debt_consolidation,776,0
26,61.3,25.6,1.0,560,14.7,1,28,0,0,other,712,1
49,18.3,16.4,1.1,685,23.9,1,12,0,1,home_improvement,733,0
18,46.2,27.3,1.0,557,10.5,0,6,2,1,debt_consolidation,707,0
35,64.4,30.4,1.0,765,39.8,0,73,2,1,home_improvement,752,0
22,32.2,14.5,1.0,733,19.4,0,203,1,0,debt_consolidation,767,0
42,37.6,25.1,1.0,706,2.4,0,16,0,1,other,759,0
38,73.5,57.4,1.0,547,33.1,1,79,2,1,debt_consolidation,676,1
59,156.1,16.1,1.0,638,34.8,0,66,2,1,auto,746,0
38,123.8,63.5,1.0,649,23.6,0,43,1,1,debt_consolidation,730,0
57,106.9,7.5,1.0,655,44.7,0,51,0,1,auto,758,0
45,68.7,38.5,1.0,678,4.3,0,23,1,1,home_improvement,744,0
37,46.8,23.2,1.0,752,57.8,0,7,0,1,debt_consolidation,757,0
23,29.1,19.4,1.0,630,25.2,0,166,2,1,debt_consolidation,727,0
48,50.2,14.5,1.0,735,19.8,2,35,0,1,home_improvement,741,0
34,26.5,17.4,1.0,694,28.8,0,41,0,0,debt_consolidation,756,0
62,39.3,7.3,1.0,711,39.1,0,9,1,0,debt_consolidation,756,0
40,47.9,19.2,1.0,818,31.1,0,19,2,1,auto,768,0
47,55.5,22.4,1.0,771,16.6,1,76,3,1,home_improvement,740,0
49,53.1,11.7,1.0,676,29.4,0,5,1,0,other,751,0
18,70.0,23.9,1.0,591,42.9,1,33,1,0,debt_consolidation,708,0
33,71.9,11.4,1.0,850,45.3,1,89,0,1,home_improvement,782,0
43,31.8,28.3,1.1,535,32.9,0,18,1,1,home_improvement,702,0
47,23.5,90.8,4.6,796,70.9,0,88,2,1,home_improvement,724,0
40,59.0,34.4,1.0,726,23.6,0,84,1,1,debt_consolidation,752,0
59,20.5,4.6,1.0,787,25.5,1,39,0,0,home_improvement,769,0
53,33.6,18.0,1.0,726,34.1,0,57,1,1,medical,753,0
52,26.5,15.6,1.0,731,52.8,0,0,1,1,debt_consolidation,747,0
57,56.7,45.7,1.0,801,17.4,0,78,1,1,auto,767,0
24,49.0,11.3,1.0,732,43.5,1,154,1,1,debt_consolidation,743,0
53,60.8,25.4,1.0,568,46.4,0,25,3,1,medical,698,0
39,85.6,15.6,1.0,802,17.5,0,39,0,0,home_improvement,795,0
24,45.6,7.5,1.0,789,37.9,0,111,1,0,debt_consolidation,778,0
51,72.1,17.2,1.0,669,26.3,0,19,3,1,debt_consolidation,734,0
58,81.9,34.4,1.0,665,51.2,0,25,1,1,home_improvement,732,0
53,94.5,15.3,1.0,709,41.1,1,4,2,1,home_improvement,734,0
49,15.0,69.5,5.6,658,23.1,1,100,1,0,debt_consolidation,711,1
37,31.8,19.1,1.0,646,23.8,0,65,1,0,auto,741,0
65,94.6,11.8,1.0,814,8.3,2,13,1,0,debt_consolidation,766,0
49,105.9,15.9,1.0,592,15.3,0,257,0,1,debt_consolidation,754,0
37,22.2,100.0,5.4,612,64.9,0,82,1,0,other,688,0
29,45.0,10.4,1.0,723,30.9,1,2,2,1,home_improvement,733,0
41,47.7,24.1,1.0,682,34.3,0,54,0,0,medical,753,0
22,42.7,50.6,1.4,773,16.7,1,9,3,1,home_improvement,724,1
53,77.0,18.7,1.0,733,29.8,0,83,1,0,home_improvement,768,0
54,80.7,18.1,1.0,651,53.1,1,18,2,1,debt_consolidation,713,0
